date,type,registration,operator,fatalities,location,country,cat,year
17-SEP-1944,Douglas C-47A (DC-3),42-24066,USAAF,,USAAF,Netherlands,A1,1944
17-SEP-1944,Douglas C-47A (DC-3),42-24111,USAAF,2.0,USAAF,Belgium,C1,1944
17-SEP-1944,Douglas C-47A (DC-3),42-92064,USAAF,0.0,USAAF,Netherlands,C1,1944
17-SEP-1944,Douglas C-47A (DC-3),42-92904,USAAF,0.0,USAAF,Netherlands,A1,1944
17-SEP-1944,Douglas C-47A (DC-3),43-15098,USAAF,2.0,USAAF,Netherlands,A1,1944
17-SEP-1944,Douglas C-47A (DC-3),43-15102,USAAF,4.0,USAAF,Netherlands,A1,1944
17-SEP-1944,Douglas C-47A (DC-3),43-15111,USAAF,2.0,USAAF,Netherlands,A1,1944
17-SEP-1944,Douglas C-47A (DC-3),42-100522,USAAF,,USAAF,Netherlands,A1,1944
17-SEP-1944,Douglas C-47A (DC-3),43-15302,USAAF,4.0,USAAF,Netherlands,A1,1944
17-SEP-1944,Douglas C-47A (DC-3),43-15308,USAAF,4.0,USAAF,Netherlands,C1,1944
17-SEP-1944,Douglas C-47A (DC-3),43-16033,USAAF,,USAAF,Netherlands,A1,1944
17-SEP-1944,Douglas C-47A (DC-3),43-16034,USAAF,,USAAF,Netherlands,A1,1944
17-SEP-1944,Douglas C-47A (DC-3),43-16049,USAAF,3.0,USAAF,Netherlands,A1,1944
17-SEP-1944,Douglas C-47B (DC-3),43-48391,USAAF,3.0,USAAF,Netherlands,A1,1944
17-SEP-1944,Douglas C-47A (DC-3),42-108884,USAAF,4.0,USAAF,Netherlands,C1,1944
17-SEP-1944,Douglas C-47A (DC-3),42-100581,USAAF,,USAAF,Netherlands,A1,1944
17-SEP-1944,Douglas C-47A (DC-3),42-101004,USAAF,2.0,USAAF,Netherlands,C1,1944
17-SEP-1944,Douglas C-47A (DC-3),42-93803,USAAF,4.0,USAAF,Belgium,C1,1944
17-SEP-1944,Douglas C-47A (DC-3),42-100527,USAAF,,USAAF,Netherlands,A1,1944
17-SEP-1944,Douglas C-47A (DC-3),42-100981,USAAF,9.0,USAAF,Belgium,C1,1944
17-SEP-1944,Douglas C-47A (DC-3),42-100517,USAAF,0.0,USAAF,Atlantic Ocean,A1,1944
17-SEP-1944,Douglas C-47A (DC-3),42-100874,USAAF,0.0,USAAF,Belgium,C1,1944
17-SEP-1944,Douglas C-47A (DC-3),43-15491,USAAF,,USAAF,Netherlands,A1,1944
17-SEP-1944,Douglas C-47A (DC-3),42-24044,USAAF,,USAAF,Belgium,C1,1944
17-SEP-1944,Douglas C-47A (DC-3),42-100567,USAAF,,USAAF,Netherlands,A1,1944
17-SEP-1944,Douglas C-47A (DC-3),42-100648,USAAF,2.0,USAAF,Netherlands,C1,1944
17-SEP-1944,Douglas C-47A (DC-3),42-100671,USAAF,,USAAF,Netherlands,A1,1944
17-SEP-1944,Douglas C-47A (DC-3),42-100672,USAAF,6.0,USAAF,Netherlands,C1,1944
17-SEP-1944,Douglas C-47A (DC-3),42-100676,USAAF,,USAAF,Netherlands,A1,1944
17-SEP-1944,Douglas C-47A (DC-3),42-100801,USAAF,4.0,USAAF,Netherlands,C1,1944
18-SEP-1944,Douglas C-47A (DC-3),43-15738,"USAAF, op.for Northwest Airlines",19.0,"USAAF, op.for Northwest Airlines",USA,A1,1944
18-SEP-1944,Douglas C-47A (DC-3),43-15180,USAAF,24.0,USAAF,Netherlands,C1,1944
18-SEP-1944,Douglas C-47A (DC-3),43-15185,USAAF,,USAAF,Netherlands,A1,1944
18-SEP-1944,Douglas C-47A (DC-3),43-15498,USAAF,0.0,USAAF,Netherlands,C1,1944
18-SEP-1944,Douglas C-47A (DC-3),43-15629,USAAF,,USAAF,Netherlands,A1,1944
18-SEP-1944,Douglas C-47A (DC-3),43-15638,USAAF,,USAAF,Netherlands,A1,1944
18-SEP-1944,Douglas C-47A (DC-3),43-15641,USAAF,1.0,USAAF,Netherlands,C1,1944
18-SEP-1944,Douglas C-47A (DC-3),43-15643,USAAF,,USAAF,Netherlands,A1,1944
18-SEP-1944,Douglas C-47A (DC-3),43-15663,USAAF,,USAAF,Netherlands,A1,1944
18-SEP-1944,Douglas C-47A (DC-3),43-16032,USAAF,2.0,USAAF,Netherlands,C1,1944
18-SEP-1944,Douglas Dakota III (DC-3),KG570,RAF,0.0,RAF,Netherlands,C1,1944
18-SEP-1944,Douglas C-47A (DC-3),42-100556,USAAF,,USAAF,Netherlands,A1,1944
18-SEP-1944,Douglas Dakota III (DC-3),KG592,RAF,4.0,RAF,Atlantic Ocean,A1,1944
18-SEP-1944,Potez-CAMS 161,16+11,German AF,0.0,German AF,Germany,C1,1944
18-SEP-1944,Douglas C-47A (DC-3),43-15139,USAAF,0.0,USAAF,Atlantic Ocean,C1,1944
18-SEP-1944,Douglas Dakota III (DC-3),FL640,RAF,,RAF,Unknown country,A1,1944
18-SEP-1944,Douglas C-47A (DC-3),42-100550,USAAF,,USAAF,U.K.,A1,1944
18-SEP-1944,Douglas C-47A (DC-3),42-100734,USAAF,,USAAF,Netherlands,A1,1944
18-SEP-1944,Douglas C-47A (DC-3),43-15888,USAAF,,USAAF,India,A1,1944
18-SEP-1944,Douglas C-47 (DC-3),42-32806,USAAF,0.0,USAAF,Netherlands,C1,1944
18-SEP-1944,Junkers Ju-52/3m,no registeration,German AF,,German AF,Netherlands,A1,1944
18-SEP-1944,Douglas C-47A (DC-3),42-100896,USAAF,11.0,USAAF,Netherlands,C1,1944
18-SEP-1944,Douglas C-47A (DC-3),42-24177,USAAF,4.0,USAAF,Netherlands,C1,1944
18-SEP-1944,Douglas C-47A (DC-3),42-24206,USAAF,,USAAF,Netherlands,A1,1944
18-SEP-1944,Douglas C-47A (DC-3),42-92839,USAAF,3.0,USAAF,Netherlands,A1,1944
18-SEP-1944,Douglas C-47A (DC-3),42-93001,USAAF,3.0,USAAF,Netherlands,A1,1944
18-SEP-1944,Douglas C-47A (DC-3),42-93098,USAAF,1.0,USAAF,Netherlands,A1,1944
18-SEP-1944,Douglas C-47A (DC-3),43-15175,USAAF,0.0,USAAF,Netherlands,C1,1944
19-SEP-1944,Curtiss C-46A,42-96579,USAAF,,USAAF,China,A1,1944
19-SEP-1944,Douglas C-47A (DC-3),42-92996,USAAF,,USAAF,Algeria,A1,1944
19-SEP-1944,Douglas Dakota III (DC-3),KG388,RAF,6.0,RAF,Netherlands,A1,1944
19-SEP-1944,Douglas Dakota III (DC-3),KG428,RAF,1.0,RAF,Netherlands,C1,1944
19-SEP-1944,Douglas Dakota III (DC-3),FZ626,RAF,5.0,RAF,Netherlands,C1,1944
19-SEP-1944,Curtiss C-46A,42-107397,USAAF,3.0,USAAF,USA,A1,1944
19-SEP-1944,Douglas C-47A (DC-3),42-100551,USAAF,0.0,USAAF,Belgium,C1,1944
19-SEP-1944,Douglas C-47A (DC-3),42-100770,USAAF,4.0,USAAF,Belgium,A1,1944
19-SEP-1944,Douglas C-47A (DC-3),43-15861,USAAF,3.0,USAAF,China,A1,1944
19-SEP-1944,Douglas C-47A (DC-3),42-108837,USAAF,0.0,USAAF,Belgium,C1,1944
19-SEP-1944,Douglas C-47A (DC-3),42-100753,USAAF,,USAAF,Netherlands,A1,1944
19-SEP-1944,Douglas C-47A (DC-3),43-15354,USAAF,,USAAF,Unknown country,A1,1944
19-SEP-1944,Douglas C-47A (DC-3),42-100879,USAAF,4.0,USAAF,Belgium,A1,1944
19-SEP-1944,Douglas C-47A (DC-3),42-100643,USAAF,,USAAF,Unknown country,A1,1944
19-SEP-1944,Douglas Dakota III (DC-3),KG401,RAF,1.0,RAF,Belgium,C1,1944
19-SEP-1944,Douglas C-47A (DC-3),42-92919,USAAF,,USAAF,Netherlands,A1,1944
19-SEP-1944,Douglas Dakota III (DC-3),FZ574,South African AF,,South African AF,Algeria,A1,1944
19-SEP-1944,Douglas C-47A (DC-3),42-93700,USAAF,,USAAF,Netherlands,A1,1944
19-SEP-1944,Douglas Dakota III (DC-3),FD865,RAF,16.0,RAF,Italy,A1,1944
19-SEP-1944,Douglas C-47A (DC-3),43-15870,USAAF,4.0,USAAF,China,A1,1944
19-SEP-1944,Douglas C-47A (DC-3),42-24127,USAAF,2.0,USAAF,Belgium,C1,1944
19-SEP-1944,Douglas C-47A (DC-3),42-100885,USAAF,0.0,USAAF,Belgium,C1,1944
19-SEP-1944,Douglas C-47A (DC-3),43-15917,USAAF,,USAAF,China,A1,1944
19-SEP-1944,Douglas C-47A (DC-3),42-100555,USAAF,2.0,USAAF,Netherlands,C1,1944
19-SEP-1944,Douglas C-47A (DC-3),42-92739,USAAF,2.0,USAAF,Netherlands,C1,1944
19-SEP-1944,Douglas C-47A (DC-3),42-92842,USAAF,2.0,USAAF,Belgium,C1,1944
19-SEP-1944,Douglas C-47B (DC-3),43-48355,USAAF,2.0,USAAF,Netherlands,C1,1944
19-SEP-1944,Douglas Dakota III (DC-3),KG374,RAF,7.0,RAF,Netherlands,C1,1944
20-SEP-1944,Lockheed C-60A-LO Lodestar,42-32180,USAAF,,USAAF,USA,A1,1944
20-SEP-1944,Douglas Dakota III (DC-3),KG324,RAF,,RAF,Netherlands,A1,1944
20-SEP-1944,Douglas Dakota III (DC-3),KG418,RAF,1.0,RAF,Netherlands,C1,1944
20-SEP-1944,Douglas R4D-5 (DC-3),39077,US Navy,5.0,US Navy,USA,A1,1944
20-SEP-1944,Consolidated C-109,42-51647,USAAF,,USAAF,India,A1,1944
20-SEP-1944,Douglas C-47A (DC-3),42-32927,USAAF,0.0,USAAF,Unknown country,A1,1944
21-SEP-1944,Curtiss C-46A,41-24758,USAAF,,USAAF,Unknown country,A1,1944
21-SEP-1944,Douglas C-47A (DC-3),43-48231,USAAF,,USAAF,P.N. Guinea,A1,1944
21-SEP-1944,Douglas Dakota III (DC-3),KG376,RAF,3.0,RAF,Netherlands,A1,1944
21-SEP-1944,Douglas Dakota III (DC-3),KG387,RAF,5.0,RAF,Netherlands,C1,1944
21-SEP-1944,Douglas Dakota III (DC-3),KG399,RAF,2.0,RAF,Belgium,C1,1944
21-SEP-1944,Douglas Dakota III (DC-3),KG417,RAF,8.0,RAF,Netherlands,A1,1944
21-SEP-1944,Douglas Dakota III (DC-3),KG444,RAF,3.0,RAF,Netherlands,C1,1944
21-SEP-1944,Douglas Dakota III (DC-3),KG489,RCAF,4.0,RCAF,Netherlands,C1,1944
21-SEP-1944,Douglas Dakota III (DC-3),KG516,RAF,0.0,RAF,Netherlands,C1,1944
21-SEP-1944,Douglas Dakota III (DC-3),KG566,RAF,8.0,RAF,Netherlands,C1,1944
21-SEP-1944,Douglas Dakota III (DC-3),KG579,RAF,4.0,RAF,Netherlands,C1,1944
21-SEP-1944,Douglas Dakota III (DC-3),KG586,RAF,,RAF,Netherlands,A1,1944
21-SEP-1944,Douglas Dakota III (DC-3),KG404,RAF,0.0,RAF,Netherlands,C1,1944
21-SEP-1944,Douglas Dakota III (DC-3),FZ620,RAF,,RAF,Netherlands,C1,1944
21-SEP-1944,Lockheed 18 Lodestar,PP-PBH,Panair do Brasil,16.0,Panair do Brasil,Brazil,A1,1944
21-SEP-1944,Douglas C-47A (DC-3),43-15489,USAAF,,USAAF,P.N. Guinea,A1,1944
21-SEP-1944,Douglas Dakota III (DC-3),KG346,RAF,4.0,RAF,U.K.,C1,1944
21-SEP-1944,Douglas Dakota III (DC-3),FZ656,RAF,0.0,RAF,Netherlands,C1,1944
21-SEP-1944,Douglas C-47A (DC-3),43-16132,USAAF,2.0,USAAF,USA,A1,1944
21-SEP-1944,Douglas Dakota III (DC-3),KG512,RAF,4.0,RAF,Belgium,A1,1944
21-SEP-1944,Douglas C-47A (DC-3),42-92895,USAAF,,USAAF,Netherlands,A1,1944
21-SEP-1944,Douglas C-47A (DC-3),42-93029,USAAF,5.0,USAAF,Netherlands,A1,1944
21-SEP-1944,Douglas C-47A (DC-3),42-93064,USAAF,,USAAF,Netherlands,A1,1944
21-SEP-1944,Douglas C-47A (DC-3),43-15339,USAAF,1.0,USAAF,Netherlands,C1,1944
21-SEP-1944,Douglas C-47A (DC-3),43-15612,USAAF,5.0,USAAF,Netherlands,A1,1944
21-SEP-1944,Douglas Dakota III (DC-3),KG340,RAF,3.0,RAF,Netherlands,A1,1944
22-SEP-1944,Curtiss C-46A,42-107360,USAAF,34.0,USAAF,Bahrain,A1,1944
22-SEP-1944,Douglas C-47A (DC-3),43-15768,USAAF,,USAAF,USA,A1,1944
22-SEP-1944,Douglas C-47A (DC-3),42-93689,USAAF,,USAAF,India,A1,1944
22-SEP-1944,Consolidated PBY-5A Catalina,A24-94,RAAF,,RAAF,Indonesia,C1,1944
22-SEP-1944,Douglas C-47A (DC-3),42-100680,USAAF,,USAAF,China,A1,1944
23-SEP-1944,Douglas C-47A (DC-3),43-15443,USAAF,,USAAF,India,A1,1944
23-SEP-1944,Douglas C-47A (DC-3),43-15914,USAAF,,USAAF,India,A1,1944
23-SEP-1944,Douglas DC-3A-228C,XA-CAO,Mexicana,1.0,Mexicana,Mexico,A2,1944
23-SEP-1944,Douglas Dakota III (DC-3),KG435,RAF,,RAF,India,A1,1944
23-SEP-1944,Douglas C-47 (DC-3),41-18633,USAAF,,USAAF,Netherlands,C1,1944
23-SEP-1944,Douglas C-47A (DC-3),42-92737,USAAF,,USAAF,Unknown country,A1,1944
23-SEP-1944,Douglas C-47 (DC-3),no registeration,Unknown,,Unknown,Netherlands,A1,1944
23-SEP-1944,Douglas C-47A (DC-3),42-101007,USAAF,2.0,USAAF,Netherlands,A1,1944
23-SEP-1944,Douglas C-47A (DC-3),42-23935,USAAF,0.0,USAAF,Netherlands,C1,1944
23-SEP-1944,Douglas C-47A (DC-3),42-93507,USAAF,,USAAF,Netherlands,A1,1944
23-SEP-1944,Douglas C-47A (DC-3),43-15609,USAAF,,USAAF,Netherlands,A1,1944
23-SEP-1944,Douglas C-47B (DC-3),43-48400,USAAF,0.0,USAAF,Netherlands,C1,1944
23-SEP-1944,Douglas Dakota III (DC-3),KG315,RAF,8.0,RAF,Netherlands,C1,1944
23-SEP-1944,Douglas Dakota III (DC-3),KG370,RAF,5.0,RAF,Netherlands,C1,1944
24-SEP-1944,Douglas C-47A (DC-3),42-23783,USAAF,12.0,USAAF,USA,A1,1944
24-SEP-1944,Douglas Dakota III (DC-3),KG653,RAF,23.0,RAF,Germany,C1,1944
24-SEP-1944,Consolidated C-87,43-30614,USAAF,4.0,USAAF,India,A1,1944
24-SEP-1944,Consolidated C-87,44-39203,USAAF,4.0,USAAF,India,A1,1944
24-SEP-1944,Douglas C-47B (DC-3),43-48268,USAAF,0.0,USAAF,France,C1,1944
24-SEP-1944,Douglas C-47 (DC-3),41-38681,USAAF,,USAAF,Pacific Ocean,A1,1944
25-SEP-1944,Curtiss C-46A,42-3666,USAAF,,USAAF,India,A1,1944
25-SEP-1944,Curtiss C-46A,42-107383,USAAF,3.0,USAAF,Unknown country,A1,1944
25-SEP-1944,Consolidated PBY-5A Catalina,46599,US Navy,3.0,US Navy,USA,A1,1944
25-SEP-1944,Douglas C-47A (DC-3),42-92676,USAAF,,USAAF,France,A1,1944
25-SEP-1944,Douglas C-47A (DC-3),42-93499,USAAF,7.0,USAAF,P.N. Guinea,A1,1944
25-SEP-1944,Douglas Dakota III (DC-3),KG449,RAF,0.0,RAF,Belgium,C1,1944
26-SEP-1944,Douglas C-47A (DC-3),43-48236,USAAF,,USAAF,Solomon Isl.,A1,1944
26-SEP-1944,Douglas C-47A (DC-3),42-24363,USAAF,,USAAF,Brazil,A1,1944
27-SEP-1944,Curtiss C-46A,41-12320,USAAF,,USAAF,Unknown country,U1,1944
27-SEP-1944,Focke-Wulf Fw 200D-2,D-AMHL,Deutsche Lufthansa,9.0,Deutsche Lufthansa,France,C1,1944
27-SEP-1944,Consolidated C-109,42-51847,USAAF,,USAAF,China,A1,1944
27-SEP-1944,Douglas C-47A (DC-3),42-23922,USAAF,,USAAF,Indonesia,A1,1944
27-SEP-1944,Douglas C-47B (DC-3),43-48395,USAAF,1.0,USAAF,Germany,C1,1944
27-SEP-1944,Douglas Dakota III (DC-3),KG547,RAF,,RAF,U.K.,A1,1944
27-SEP-1944,Douglas C-47A (DC-3),43-48259,USAAF,,USAAF,Unknown country,A1,1944
28-SEP-1944,Curtiss C-46A,42-96551,USAAF,,USAAF,India,A1,1944
28-SEP-1944,Douglas C-47B (DC-3),43-48712,USAAF,,USAAF,U.K.,A1,1944
28-SEP-1944,Douglas C-47B (DC-3),43-48498,USAAF,,USAAF,U.K.,A1,1944
29-SEP-1944,Curtiss C-46A,42-3612,USAAF,,USAAF,Unknown country,U1,1944
29-SEP-1944,Douglas C-47A (DC-3),42-93275,USAAF,,USAAF,Myanmar,A1,1944
29-SEP-1944,Junkers Ju-52/3m,no registeration,German AF,2.0,German AF,Greece,C1,1944
30-SEP-1944,Douglas C-47A (DC-3),KG422,RCAF,,RCAF,Belgium,A1,1944
30-SEP-1944,Lisunov PS-84,CCCP-L3436,"Aeroflot, Far East",0.0,"Aeroflot, Far East",Russia,A1,1944
30-SEP-1944,Douglas C-47A (DC-3),43-15805,USAAF,,USAAF,Bangladesh,A1,1944
30-SEP-1944,Douglas C-47A (DC-3),42-23709,USAAF,,USAAF,P.N. Guinea,A1,1944
??-SEP-1944,Junkers Ju-52/3m,7U+HN,German AF,,German AF,Finland,C1,1944
01-OCT-1944,Curtiss C-46A,42-96537,USAAF,,USAAF,China,A1,1944
01-OCT-1944,Douglas R4D-5 (DC-3),39093,US Navy,3.0,US Navy,Canada,A1,1944
01-OCT-1944,Douglas C-53D Skytrooper (DC-3),42-68763,USAAF,,USAAF,U.K.,A1,1944
01-OCT-1944,Douglas C-53D Skytrooper (DC-3),42-68831,USAAF,,USAAF,France,A1,1944
01-OCT-1944,Douglas C-47A (DC-3),42-92062,USAAF,24.0,USAAF,P.N. Guinea,A1,1944
02-OCT-1944,Douglas R4D-5 (DC-3),39075,US Navy,,US Navy,USA,A1,1944
02-OCT-1944,Douglas C-47A (DC-3),42-93502,USAAF,,USAAF,P.N. Guinea,A1,1944
03-OCT-1944,Consolidated C-109,42-51825,USAAF,,USAAF,India,A1,1944
03-OCT-1944,Douglas C-47A (DC-3),42-100541,USAAF,,USAAF,Unknown country,A1,1944
04-OCT-1944,Douglas C-47A (DC-3),43-15771,USAAF,,USAAF,USA,A1,1944
04-OCT-1944,Douglas C-47B (DC-3),43-16431,USAAF,,USAAF,India,A1,1944
04-OCT-1944,Douglas C-53D Skytrooper (DC-3),42-68812,USAAF,,USAAF,Belgium,A1,1944
04-OCT-1944,Short Sunderland III,NJ181,RAF,10.0,RAF,Norway,A1,1944
04-OCT-1944,Douglas C-47A (DC-3),42-93737,USAAF,,USAAF,Unknown country,A1,1944
05-OCT-1944,Douglas C-47 (DC-3),41-18445,USAAF,,USAAF,Unknown country,A1,1944
06-OCT-1944,Consolidated C-109,42-51758,USAAF,,USAAF,China,A1,1944
07-OCT-1944,Douglas C-47 (DC-3),41-18546,USAAF,3.0,USAAF,China,A1,1944
07-OCT-1944,Douglas C-47B (DC-3),43-48780,USAAF,,USAAF,Greenland,A1,1944
07-OCT-1944,Douglas C-47B (DC-3),101,CNAC,3.0,CNAC,India,A1,1944
07-OCT-1944,Lockheed C-60A-1-LO Lodestar,42-32200,USAAF,,USAAF,USA,A1,1944
07-OCT-1944,Consolidated PBY-5 Catalina,2352,US Navy,,US Navy,USA,A1,1944
07-OCT-1944,Douglas R4D-5 (DC-3),39086,US Navy,19.0,US Navy,Solomon Isl.,A1,1944
08-OCT-1944,Douglas C-47A (DC-3),42-100595,USAAF,4.0,USAAF,Myanmar,A1,1944
09-OCT-1944,Curtiss C-46A,42-3595,USAAF,,USAAF,China,A1,1944
09-OCT-1944,Curtiss C-46A,42-3655,USAAF,,USAAF,Ghana,A1,1944
09-OCT-1944,Douglas C-47B (DC-3),43-48778,USAAF,,USAAF,Atlantic Ocean,A1,1944
09-OCT-1944,Douglas C-47B (DC-3),43-48299,USAAF,,USAAF,USA,A1,1944
09-OCT-1944,Douglas C-47A (DC-3),42-93761,USAAF,,USAAF,India,A1,1944
09-OCT-1944,DH.86 Express,VH-USC,Qantas,0.0,Qantas,Australia,A1,1944
09-OCT-1944,Douglas C-47A (DC-3),42-100843,USAAF,,USAAF,Unknown country,A1,1944
09-OCT-1944,Douglas C-47A (DC-3),43-15846,USAAF,,USAAF,Bangladesh,A1,1944
10-OCT-1944,Douglas C-47A (DC-3),42-92059,USAAF,,USAAF,P.N. Guinea,A1,1944
10-OCT-1944,Douglas Dakota III (DC-3),KG574,RAF,,RAF,Myanmar,C1,1944
10-OCT-1944,Douglas C-47A (DC-3),43-15812,USAAF,4.0,USAAF,Myanmar,A1,1944
10-OCT-1944,Curtiss C-46A,42-96699,USAAF,,USAAF,China,A1,1944
10-OCT-1944,Curtiss C-46A,42-96553,USAAF,,USAAF,China,A1,1944
10-OCT-1944,Consolidated C-87,43-30590,USAAF,,USAAF,Myanmar,A1,1944
10-OCT-1944,Lisunov Li-2T,no registeration,Soviet AF,24.0,Soviet AF,Slovakia,A1,1944
11-OCT-1944,Douglas C-47A (DC-3),43-48232,USAAF,,USAAF,P.N. Guinea,A1,1944
11-OCT-1944,Lockheed 18 Lodestar,PP-NAF,NAB,10.0,NAB,Brazil,A1,1944
11-OCT-1944,Short S.23 Empire Flying Boat Mk I,VH-ABB,Qantas,1.0,Qantas,Australia,A1,1944
11-OCT-1944,Douglas C-47A (DC-3),43-15416,USAAF,0.0,USAAF,Palau,A1,1944
11-OCT-1944,Consolidated C-87,43-30572,USAAF,,USAAF,China,A1,1944
12-OCT-1944,Douglas C-47A (DC-3),42-100742,USAAF,,USAAF,U.K.,A1,1944
12-OCT-1944,Douglas C-47A (DC-3),42-100772,USAAF,,USAAF,U.K.,A1,1944
12-OCT-1944,Douglas C-47A (DC-3),43-15549,USAAF,,USAAF,USA,A1,1944
12-OCT-1944,Consolidated C-109,42-51890,USAAF,,USAAF,India,A1,1944
12-OCT-1944,Douglas C-47A (DC-3),42-23704,USAAF,,USAAF,Australia,A1,1944
12-OCT-1944,Junkers Ju-52/3m,U-862,Hungarian AF,,Hungarian AF,Hungary,O1,1944
13-OCT-1944,Curtiss C-46A,41-24711,USAAF,,USAAF,China,A1,1944
13-OCT-1944,Douglas C-47A (DC-3),42-93573,USAAF,,USAAF,Fiji,A1,1944
13-OCT-1944,Douglas C-47 (DC-3),41-18452,USAAF,,USAAF,France,A1,1944
13-OCT-1944,Lockheed C-60A Lodestar,42-55952,USAAF,,USAAF,USA,A2,1944
13-OCT-1944,Lockheed C-60A Lodestar,42-55968,USAAF,,USAAF,USA,A2,1944
13-OCT-1944,OA-10A Canso A (PBY-5A),44-33889,USAAF,9.0,USAAF,Indonesia,A1,1944
13-OCT-1944,Lisunov Li-2,no registeration,"Aeroflot, MAGON",3.0,"Aeroflot, MAGON",Slovakia,C1,1944
14-OCT-1944,Douglas C-47A (DC-3),43-15898,USAAF,,USAAF,Myanmar,A1,1944
14-OCT-1944,Junkers Ju-52/3m,SE+HZ,German AF,3.0,German AF,Norway,C1,1944
15-OCT-1944,Consolidated PBY-5A Catalina,A24-90,RAAF,,RAAF,Unknown country,A1,1944
15-OCT-1944,Consolidated PBY-5A Catalina,34013,US Navy,7.0,US Navy,Atlantic Ocean,A1,1944
15-OCT-1944,Consolidated C-87,43-30595,USAAF,,USAAF,China,A1,1944
15-OCT-1944,Curtiss C-46A,42-107314,USAAF,0.0,USAAF,Myanmar,A1,1944
16-OCT-1944,Curtiss C-46A,42-3635,USAAF,,USAAF,China,A1,1944
16-OCT-1944,Curtiss C-46A,42-96762,USAAF,,USAAF,India,A1,1944
16-OCT-1944,Douglas C-47B (DC-3),43-16414,USAAF,,USAAF,Sudan,A1,1944
16-OCT-1944,Junkers Ju-52/3mg8e,D-ADQV,Deutsche Lufthansa,15.0,Deutsche Lufthansa,Norway,A1,1944
17-OCT-1944,Douglas C-47A (DC-3),43-30720,USAAF,2.0,USAAF,U.K.,A1,1944
17-OCT-1944,Junkers Ju-52/3m,D-ASHE,Deutsche Lufthansa,1.0,Deutsche Lufthansa,Hungary,C1,1944
17-OCT-1944,Junkers Ju-52/3mg4e,U-863,Hungarian AF,,Hungarian AF,Hungary,C1,1944
18-OCT-1944,Curtiss C-46A,42-107307,USAAF,,USAAF,China,A1,1944
18-OCT-1944,Curtiss C-46A,43-46997,USAAF,,USAAF,Brazil,A1,1944
18-OCT-1944,Douglas C-54A (DC-4),42-72249,USAAF,0.0,USAAF,U.K.,A1,1944
19-OCT-1944,Curtiss C-46A,42-107299,USAAF,,USAAF,China,A1,1944
19-OCT-1944,Curtiss C-46A,42-107300,USAAF,4.0,USAAF,Unknown country,A1,1944
19-OCT-1944,Douglas C-47B (DC-3),43-16432,USAAF,,USAAF,China,A1,1944
19-OCT-1944,Douglas C-47A (DC-3),43-15776,USAAF,,USAAF,USA,A1,1944
19-OCT-1944,Douglas C-47A (DC-3),42-1007f04,USAAF,3.0,USAAF,India,A1,1944
19-OCT-1944,Consolidated PBY-5A Catalina,48370,US Navy,,US Navy,Puerto Rico,A1,1944
19-OCT-1944,Junkers Ju-52/3mg4e,7U+OM,German AF,0.0,German AF,Finland,C1,1944
20-OCT-1944,Curtiss C-46A,42-96736,USAAF,,USAAF,China,A1,1944
20-OCT-1944,Douglas C-47 (DC-3),41-18557,USAAF,,USAAF,USA,A1,1944
20-OCT-1944,Douglas C-47A (DC-3),42-93773,USAAF,,USAAF,India,A1,1944
20-OCT-1944,Consolidated C-87,NC18618,USAAF,6.0,USAAF,Sweden,A1,1944
20-OCT-1944,Douglas C-47A (DC-3),43-15387,USAAF,3.0,USAAF,China,A1,1944
21-OCT-1944,Douglas C-47A (DC-3),42-93525,USAAF,,USAAF,U.K.,A1,1944
21-OCT-1944,Curtiss C-46A,42-96575,USAAF,,USAAF,India,A1,1944
21-OCT-1944,Douglas C-47A (DC-3),43-15856,USAAF,,USAAF,Myanmar,A1,1944
21-OCT-1944,Douglas C-47A (DC-3),42-23849,USAAF,,USAAF,USA,A1,1944
21-OCT-1944,Douglas C-47A (DC-3),43-16030,USAAF,,USAAF,Unknown country,A1,1944
21-OCT-1944,Junkers Ju-52/3m,7U+OK,German AF,3.0,German AF,Finland,C1,1944
21-OCT-1944,Douglas C-47 (DC-3),41-18533,USAAF,,USAAF,Unknown country,A1,1944
22-OCT-1944,Consolidated PBY-5A Catalina,05032,US Navy,,US Navy,USA,A1,1944
22-OCT-1944,Douglas C-47A (DC-3),43-15453,USAAF,,USAAF,Indonesia,A1,1944
22-OCT-1944,Douglas C-47A (DC-3),42-23330,USAAF,,USAAF,Italy,A1,1944
23-OCT-1944,Curtiss C-46A,42-107317,USAAF,,USAAF,China,A1,1944
23-OCT-1944,Junkers Ju-52/3m,7U+HK,German AF,0.0,German AF,Finland,C1,1944
23-OCT-1944,Junkers Ju-52/3m,7U+GK,German AF,0.0,German AF,Finland,C1,1944
23-OCT-1944,Junkers Ju-52/3m,7U+FK,German AF,,German AF,Norway,C1,1944
23-OCT-1944,Junkers Ju-52/3m,7U+GM,German AF,1.0,German AF,Finland,C1,1944
23-OCT-1944,Douglas C-47A (DC-3),43-15851,USAAF,4.0,USAAF,Myanmar,A1,1944
24-OCT-1944,Consolidated PBY-5A Catalina,A24-100,RAAF,0.0,RAAF,Indonesia,C1,1944
24-OCT-1944,Douglas Dakota III (DC-3),FZ655,RAF,4.0,RAF,France,A1,1944
24-OCT-1944,Douglas C-47 (DC-3),41-18627,USAAF,4.0,USAAF,France,C1,1944
25-OCT-1944,Curtiss C-46A,42-3593,USAAF,,USAAF,China,A1,1944
